video_id,class,method,output_dir,output_video,report,score_maps,input_video,backend_input_video,seed,sigma,epsilon,delta,top_k
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,103.175944,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,103.175944,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,103.175944,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,103.175944,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,159.920684,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,42,116.752496,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g01_c01,Basketball,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g01_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,135.294793,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g02_c01,Basketball,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g02_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi,data/backend_inputs/Basketball_v_Basketball_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,82.948676,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g03_c01,Basketball,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g03_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi,data/backend_inputs/Basketball_v_Basketball_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,133.847748,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Basketball_v_Basketball_g04_c01,Basketball,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Basketball_v_Basketball_g04_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi,data/backend_inputs/Basketball_v_Basketball_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,118.955568,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
Biking_v_Biking_g01_c01,Biking,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g01_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g01_c01.avi,data/backend_inputs/Biking_v_Biking_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,140.010304,8.000000,0.000100,20
